journal_id,journal
2386,Journal of biomedical materials research. Part A
2387,"Journal of biomedical materials research. Part B, Applied biomaterials"
2388,Journal of biomedical nanotechnology
2389,Journal of biomedical optics
2390,Journal of biomedical science
2391,Journal of biomedical semantics
2392,Journal of biomolecular NMR
2393,Journal of biomolecular structure & dynamics
2394,Journal of biopharmaceutical statistics
2395,Journal of biophotonics
2396,Journal of bioscience and bioengineering
2397,Journal of biosciences
2398,Journal of biosocial science
2399,Journal of biotechnology
2400,Journal of bodywork and movement therapies
2401,Journal of bone and mineral metabolism
2402,Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research
2403,Journal of breath research
2404,Journal of bronchology & interventional pulmonology
2405,Journal of burn care & research : official publication of the American Burn Association
2406,"Journal of cachexia, sarcopenia and muscle"
2407,Journal of cancer education : the official journal of the American Association for Cancer Education
2408,Journal of cancer research and clinical oncology
2409,Journal of cancer research and therapeutics
2410,Journal of cancer survivorship : research and practice
2411,Journal of cardiac failure
2412,Journal of cardiac surgery
2413,Journal of cardiology
2414,Journal of cardiopulmonary rehabilitation and prevention
2415,Journal of cardiothoracic and vascular anesthesia
2416,Journal of cardiothoracic surgery
2417,Journal of cardiovascular computed tomography
2418,Journal of cardiovascular electrophysiology
2419,Journal of cardiovascular magnetic resonance : official journal of the Society for Cardiovascular Magnetic Resonance
2420,"Journal of cardiovascular medicine (Hagerstown, Md.)"
2421,Journal of cardiovascular pharmacology
2422,Journal of cardiovascular pharmacology and therapeutics
2423,Journal of cardiovascular translational research
2424,Journal of cataract and refractive surgery
2425,Journal of cell science
2426,Journal of cellular and molecular medicine
2427,Journal of cellular biochemistry
2428,Journal of cellular physiology
2429,Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism
2430,Journal of chemical ecology
2431,Journal of chemical information and modeling
2432,Journal of chemical neuroanatomy
2433,Journal of chemical theory and computation
2434,"Journal of chemotherapy (Florence, Italy)"
2435,Journal of child and adolescent mental health
2436,"Journal of child and adolescent psychiatric nursing : official publication of the Association of Child and Adolescent Psychiatric Nurses, Inc"
2437,Journal of child and adolescent psychopharmacology
2438,Journal of child health care : for professionals working with children in the hospital and community
2439,Journal of child language
2440,Journal of child neurology
2441,"Journal of child psychology and psychiatry, and allied disciplines"
2442,Journal of child sexual abuse
2443,Journal of chromatographic science
2444,Journal of chromatography. A
2445,"Journal of chromatography. B, Analytical technologies in the biomedical and life sciences"
2446,Journal of clinical and experimental hematopathology : JCEH
2447,Journal of clinical and experimental neuropsychology
2448,Journal of clinical anesthesia
2449,Journal of clinical apheresis
2450,"Journal of clinical child and adolescent psychology : the official journal for the Society of Clinical Child and Adolescent Psychology, American Psychological Association, Division 53"
2451,Journal of clinical densitometry : the official journal of the International Society for Clinical Densitometry
2452,Journal of clinical epidemiology
2453,Journal of clinical gastroenterology
2454,"Journal of clinical hypertension (Greenwich, Conn.)"
2455,Journal of clinical immunology
2456,Journal of clinical laboratory analysis
2457,Journal of clinical lipidology
2458,Journal of clinical microbiology
2459,Journal of clinical monitoring and computing
2460,Journal of clinical neurophysiology : official publication of the American Electroencephalographic Society
2461,Journal of clinical neuroscience : official journal of the Neurosurgical Society of Australasia
2462,Journal of clinical nursing
2463,Journal of clinical oncology : official journal of the American Society of Clinical Oncology
2464,Journal of clinical pathology
2465,Journal of clinical periodontology
2466,Journal of clinical pharmacology
2467,Journal of clinical pharmacy and therapeutics
2468,Journal of clinical psychology
2469,Journal of clinical psychology in medical settings
2470,Journal of clinical psychopharmacology
2471,Journal of clinical research in pediatric endocrinology
2472,Journal of clinical rheumatology : practical reports on rheumatic & musculoskeletal diseases
2473,Journal of clinical sleep medicine : JCSM : official publication of the American Academy of Sleep Medicine
2474,Journal of clinical ultrasound : JCU
2475,Journal of clinical virology : the official publication of the Pan American Society for Clinical Virology
2476,Journal of cognitive neuroscience
2477,Journal of colloid and interface science
2478,Journal of communication disorders
2479,Journal of community health
2480,Journal of community health nursing
2481,Journal of community psychology
2482,Journal of comparative and physiological psychology
2483,Journal of comparative effectiveness research
2484,Journal of comparative pathology
2485,"Journal of comparative physiology. A, Neuroethology, sensory, neural, and behavioral physiology"
2486,"Journal of comparative physiology. B, Biochemical, systemic, and environmental physiology"
2487,"Journal of comparative psychology (Washington, D.C. : 1983)"
2488,Journal of computational biology : a journal of computational molecular cell biology
2489,Journal of computational chemistry
2490,Journal of computational neuroscience
2491,Journal of computer assisted tomography
2492,Journal of computer-aided molecular design
2493,Journal of consulting and clinical psychology
2494,Journal of contaminant hydrology
2495,Journal of continuing education in nursing
2496,Journal of controlled release : official journal of the Controlled Release Society
2497,Journal of correctional health care : the official journal of the National Commission on Correctional Health Care
2498,Journal of cosmetic and laser therapy : official publication of the European Society for Laser Dermatology
2499,Journal of cosmetic dermatology
2500,Journal of cosmetic science
2501,Journal of counseling psychology
2502,Journal of cranio-maxillo-facial surgery : official publication of the European Association for Cranio-Maxillo-Facial Surgery
2503,Journal of critical care
2504,Journal of cross-cultural gerontology
2505,Journal of cutaneous medicine and surgery
2506,Journal of cutaneous pathology
2507,Journal of cystic fibrosis : official journal of the European Cystic Fibrosis Society
2508,Journal of dairy science
2509,Journal of dance medicine & science : official publication of the International Association for Dance Medicine & Science
2510,Journal of deaf studies and deaf education
2511,Journal of dental education
2512,Journal of dental research
2513,Journal of dentistry
2514,"Journal of dentistry for children (Chicago, Ill.)"
2515,Journal of dermatological science
2516,Journal of developmental and behavioral pediatrics : JDBP
2517,Journal of developmental origins of health and disease
2518,Journal of diabetes
2519,Journal of diabetes and its complications
2520,Journal of diabetes investigation
2521,Journal of diabetes research
2522,Journal of digestive diseases
2523,Journal of digital imaging
2524,Journal of drug education
2525,Journal of drug targeting
2526,Journal of drugs in dermatology : JDD
2527,Journal of dual diagnosis
2528,Journal of echocardiography
2529,Journal of economic entomology
2530,Journal of educational evaluation for health professions
2531,Journal of elder abuse & neglect
2532,Journal of electrocardiology
2533,Journal of electromyography and kinesiology : official journal of the International Society of Electrophysiological Kinesiology
2534,Journal of emergency nursing
2535,Journal of emergency nursing: JEN : official publication of the Emergency Department Nurses Association
2536,Journal of empirical research on human research ethics : JERHRE
2537,Journal of endocrinological investigation
2538,Journal of endodontics
2539,Journal of endourology
2540,Journal of endovascular therapy : an official journal of the International Society of Endovascular Specialists
2541,Journal of environmental and public health
2542,Journal of environmental management
2543,"Journal of environmental pathology, toxicology and oncology : official organ of the International Society for Environmental Toxicology and Cancer"
2544,Journal of environmental quality
2545,Journal of environmental radioactivity
2546,"Journal of environmental science and health. Part A, Toxic/hazardous substances & environmental engineering"
2547,"Journal of environmental science and health. Part. B, Pesticides, food contaminants, and agricultural wastes"
2548,Journal of environmental sciences (China)
2549,Journal of enzyme inhibition and medicinal chemistry
2550,Journal of epidemiology
2551,Journal of epidemiology and community health
2552,Journal of epidemiology and global health
2553,Journal of equine veterinary science
2554,Journal of esthetic and restorative dentistry : official publication of the American Academy of Esthetic Dentistry ... [et al.]
2555,Journal of ethnicity in substance abuse
2556,Journal of ethnobiology and ethnomedicine
2557,Journal of ethnopharmacology
2558,Journal of evaluation in clinical practice
2559,Journal of evidence-based integrative medicine
2560,Journal of evidence-based social work (2019)
2561,Journal of evolutionary biology
2562,Journal of experimental & clinical cancer research : CR
2563,Journal of experimental botany
2564,Journal of experimental child psychology
2565,Journal of experimental psychology
2566,Journal of experimental psychology. Animal learning and cognition
2567,Journal of experimental psychology. Applied
2568,Journal of experimental psychology. General
2569,Journal of experimental psychology. Human perception and performance
2570,"Journal of experimental psychology. Learning, memory, and cognition"
2571,Journal of experimental therapeutics & oncology
2572,"Journal of experimental zoology. Part A, Ecological and integrative physiology"
2573,"Journal of experimental zoology. Part B, Molecular and developmental evolution"
2574,Journal of exposure science & environmental epidemiology
2575,Journal of family nursing
2576,Journal of family psychology : JFP : journal of the Division of Family Psychology of the American Psychological Association (Division 43)
2577,Journal of feline medicine and surgery
2578,Journal of fish biology
2579,Journal of fish diseases
2580,Journal of fluency disorders
2581,Journal of fluorescence
2582,Journal of food and drug analysis
2583,Journal of food biochemistry
2584,Journal of food protection
2585,Journal of food science
2586,Journal of foot and ankle research
2587,Journal of forensic and legal medicine
2588,Journal of forensic nursing
2589,Journal of forensic sciences
2590,Journal of gambling studies
2591,Journal of gastroenterology
2592,Journal of gastroenterology and hepatology
2593,Journal of gastrointestinal and liver diseases : JGLD
2594,Journal of gastrointestinal cancer
2595,Journal of gastrointestinal surgery : official journal of the Society for Surgery of the Alimentary Tract
2596,Journal of general internal medicine
2597,Journal of genetic counseling
2598,Journal of genetics
2599,Journal of genetics and genomics = Yi chuan xue bao
2600,Journal of geriatric oncology
2601,Journal of geriatric physical therapy (2001)
2602,Journal of geriatric psychiatry and neurology
2603,Journal of gerontological nursing
2604,Journal of gerontological social work
2605,Journal of glaucoma
2606,Journal of global antimicrobial resistance
2607,Journal of global health
2608,Journal of gynecologic oncology
2609,Journal of gynecology obstetrics and human reproduction
2610,"Journal of hand surgery (Edinburgh, Scotland)"
2611,Journal of hand therapy : official journal of the American Society of Hand Therapists
2612,Journal of hazardous materials
2613,Journal of health and social behavior
2614,Journal of health care chaplaincy
2615,Journal of health care for the poor and underserved
2616,Journal of health communication
2617,Journal of health economics
2618,Journal of health organization and management
2619,"Journal of health politics, policy and law"
2620,Journal of health psychology
2621,Journal of health services research & policy
2622,"Journal of health, population, and nutrition"
2623,Journal of healthcare engineering
2624,Journal of healthcare management / American College of Healthcare Executives
2625,Journal of helminthology
2626,Journal of hematology & oncology
2627,Journal of hepato-biliary-pancreatic sciences
2628,Journal of hepatology
2629,Journal of histotechnology
2630,Journal of holistic nursing : official journal of the American Holistic Nurses' Association
2631,Journal of homosexuality
2632,Journal of hospice and palliative nursing : JHPN : the official journal of the Hospice and Palliative Nurses Association
2633,Journal of hospital medicine
2634,Journal of human evolution
2635,Journal of human genetics
2636,Journal of human hypertension
2637,Journal of human lactation : official journal of International Lactation Consultant Association
2638,Journal of human nutrition and dietetics : the official journal of the British Dietetic Association
2639,Journal of hypertension
2640,Journal of immigrant and minority health
2641,Journal of immunoassay & immunochemistry
2642,Journal of immunological methods
2643,"Journal of immunology (Baltimore, Md. : 1950)"
2644,Journal of immunology research
2645,"Journal of immunotherapy (Hagerstown, Md. : 1997)"
2646,Journal of immunotoxicology
2647,Journal of industrial microbiology & biotechnology
2648,Journal of infection and chemotherapy : official journal of the Japan Society of Chemotherapy
2649,Journal of infection and public health
2650,Journal of infection in developing countries
2651,Journal of infusion nursing : the official publication of the Infusion Nurses Society
2652,Journal of inherited metabolic disease
2653,Journal of innate immunity
2654,Journal of inorganic biochemistry
2655,Journal of insect science (Online)
2656,Journal of integrative bioinformatics
2657,Journal of integrative medicine
2658,Journal of integrative neuroscience
2659,Journal of integrative plant biology
2660,Journal of intellectual & developmental disability
2661,Journal of intellectual disabilities : JOID
2662,Journal of intellectual disability research : JIDR
2663,Journal of intensive care medicine
2664,Journal of interferon & cytokine research : the official journal of the International Society for Interferon and Cytokine Research
2665,Journal of internal medicine
2666,Journal of interpersonal violence
2667,Journal of interprofessional care
2668,Journal of interventional cardiac electrophysiology : an international journal of arrhythmias and pacing
2669,Journal of interventional cardiology
2670,Journal of invertebrate pathology
2671,Journal of investigational allergology & clinical immunology
2672,Journal of investigative medicine : the official publication of the American Federation for Clinical Research
2673,Journal of investigative medicine high impact case reports
2674,Journal of investigative surgery : the official journal of the Academy of Surgical Research
2675,Journal of labelled compounds & radiopharmaceuticals
2676,Journal of laparoendoscopic & advanced surgical techniques. Part A
2677,Journal of law and medicine
2678,Journal of learning disabilities
2679,Journal of lesbian studies
2680,Journal of leukocyte biology
2681,Journal of lipid research
2682,Journal of liposome research
2683,Journal of long-term effects of medical implants
2684,Journal of lower genital tract disease
2685,"Journal of magnetic resonance (San Diego, Calif. : 1997)"
2686,Journal of magnetic resonance imaging : JMRI
2687,Journal of mammary gland biology and neoplasia
2688,Journal of managed care & specialty pharmacy
2689,Journal of manipulative and physiological therapeutics
2690,Journal of marital and family therapy
2691,Journal of mass spectrometry : JMS
2692,Journal of materials chemistry. B
2693,Journal of materials science. Materials in medicine
2694,Journal of mathematical biology
2695,Journal of medical Internet research
2696,Journal of medical biography
2697,Journal of medical case reports
2698,Journal of medical economics
2699,Journal of medical engineering & technology
2700,Journal of medical entomology
2701,Journal of medical ethics
2702,Journal of medical genetics
2703,Journal of medical imaging and radiation oncology
2704,Journal of medical imaging and radiation sciences
2705,Journal of medical microbiology
2706,Journal of medical primatology
2707,Journal of medical radiation sciences
2708,Journal of medical screening
2709,Journal of medical systems
2710,Journal of medical toxicology : official journal of the American College of Medical Toxicology
2711,Journal of medical ultrasonics (2001)
2712,Journal of medical virology
2713,Journal of medicinal chemistry
2714,Journal of medicinal food
2715,"Journal of mental health (Abingdon, England)"
2716,Journal of microbiological methods
2717,"Journal of microbiology (Seoul, Korea)"
2718,Journal of microbiology and biotechnology
2719,"Journal of microbiology, immunology, and infection = Wei mian yu gan ran za zhi"
2720,Journal of microencapsulation
2721,Journal of microscopy
2722,Journal of midwifery & women's health
2723,Journal of minimally invasive gynecology
2724,Journal of molecular and cellular cardiology
2725,Journal of molecular biology
2726,Journal of molecular cell biology
2727,Journal of molecular endocrinology
2728,Journal of molecular evolution
2729,Journal of molecular graphics & modelling
2730,Journal of molecular histology
2731,"Journal of molecular medicine (Berlin, Germany)"
2732,Journal of molecular modeling
2733,Journal of molecular neuroscience : MN
2734,Journal of molecular recognition : JMR
2735,Journal of morphology
2736,Journal of motor behavior
2737,Journal of muscle research and cell motility
2738,Journal of musculoskeletal & neuronal interactions
2739,Journal of music therapy
2740,Journal of nanobiotechnology
2741,Journal of nanoscience and nanotechnology
2742,Journal of natural medicines
2743,Journal of natural products
2744,Journal of nephrology
2745,Journal of neural engineering
2746,"Journal of neural transmission (Vienna, Austria : 1996)"
2747,Journal of neuro-oncology
2748,Journal of neuro-ophthalmology : the official journal of the North American Neuro-Ophthalmology Society
2749,Journal of neurochemistry
2750,Journal of neurodevelopmental disorders
2751,Journal of neuroendocrinology
2752,Journal of neuroengineering and rehabilitation
2753,Journal of neurogenetics
2754,Journal of neuroimaging : official journal of the American Society of Neuroimaging
2755,Journal of neuroimmune pharmacology : the official journal of the Society on NeuroImmune Pharmacology
2756,Journal of neuroimmunology
2757,Journal of neuroinflammation
2758,Journal of neurointerventional surgery
2759,Journal of neurologic physical therapy : JNPT
2760,"Journal of neurological surgery. Part A, Central European neurosurgery"
2761,Journal of neurology
2762,"Journal of neurology, neurosurgery, and psychiatry"
2763,Journal of neuropathology and experimental neurology
2764,Journal of neurophysiology
2765,Journal of neuropsychology
2766,Journal of neuroradiology = Journal de neuroradiologie
2767,Journal of neuroscience methods
2768,Journal of neuroscience research
2769,Journal of neurosurgery
2770,Journal of neurosurgery. Pediatrics
2771,Journal of neurosurgery. Spine
2772,Journal of neurosurgical anesthesiology
2773,Journal of neurosurgical sciences
2774,Journal of neurotrauma
2775,Journal of neurovirology
2776,Journal of nuclear cardiology : official publication of the American Society of Nuclear Cardiology
2777,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine"
2778,Journal of nuclear medicine technology
2779,Journal of nursing care quality
2780,Journal of nursing management
2781,Journal of nursing measurement
2782,Journal of nursing scholarship : an official publication of Sigma Theta Tau International Honor Society of Nursing
2783,Journal of nutrition education and behavior
2784,Journal of nutritional science
2785,Journal of nutritional science and vitaminology
2786,Journal of obesity
2787,"Journal of obstetric, gynecologic, and neonatal nursing : JOGNN"
2788,Journal of obstetrics and gynaecology : the journal of the Institute of Obstetrics and Gynaecology
2789,Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC
2790,Journal of occupational and environmental hygiene
2791,Journal of occupational and environmental medicine
2792,Journal of occupational health
2793,Journal of occupational health psychology
2794,Journal of occupational rehabilitation
2795,Journal of ocular pharmacology and therapeutics : the official journal of the Association for Ocular Pharmacology and Therapeutics
2796,Journal of oleo science
2797,Journal of oncology pharmacy practice : official publication of the International Society of Oncology Pharmacy Practitioners
2798,Journal of oral & facial pain and headache
2799,Journal of oral and maxillofacial surgery : official journal of the American Association of Oral and Maxillofacial Surgeons
2800,Journal of oral biosciences
2801,Journal of oral pathology & medicine : official publication of the International Association of Oral Pathologists and the American Academy of Oral Pathology
2802,Journal of oral rehabilitation
2803,Journal of oral science
2804,Journal of orofacial orthopedics = Fortschritte der Kieferorthopadie : Organ/official journal Deutsche Gesellschaft fur Kieferorthopadie
2805,Journal of orthodontics
2806,Journal of orthopaedic research : official publication of the Orthopaedic Research Society
2807,Journal of orthopaedic science : official journal of the Japanese Orthopaedic Association
2808,Journal of orthopaedic surgery (Hong Kong)
2809,Journal of orthopaedic surgery and research
2810,Journal of orthopaedic trauma
2811,Journal of orthopaedics and traumatology : official journal of the Italian Society of Orthopaedics and Traumatology
2812,Journal of otolaryngology - head & neck surgery = Le Journal d'oto-rhino-laryngologie et de chirurgie cervico-faciale
2813,Journal of ovarian research
2814,Journal of paediatrics and child health
2815,Journal of pain & palliative care pharmacotherapy
2816,Journal of pain and symptom management
2817,Journal of palliative care
2818,Journal of palliative medicine
2819,Journal of patient safety
2820,Journal of pediatric and adolescent gynecology
2821,Journal of pediatric endocrinology & metabolism : JPEM
2822,Journal of pediatric gastroenterology and nutrition
2823,Journal of pediatric health care : official publication of National Association of Pediatric Nurse Associates & Practitioners
2824,Journal of pediatric hematology/oncology
2825,Journal of pediatric nursing
2826,Journal of pediatric oncology nursing : official journal of the Association of Pediatric Oncology Nurses
2827,Journal of pediatric ophthalmology and strabismus
2828,Journal of pediatric orthopedics
2829,Journal of pediatric orthopedics. Part B
2830,Journal of pediatric psychology
2831,Journal of pediatric rehabilitation medicine
2832,Journal of pediatric surgery
2833,Journal of pediatric urology
2834,Journal of peptide science : an official publication of the European Peptide Society
2835,Journal of perianesthesia nursing : official journal of the American Society of PeriAnesthesia Nurses
2836,Journal of perinatal medicine
2837,Journal of perinatology : official journal of the California Perinatal Association
2838,Journal of periodontal research
2839,Journal of periodontology
2840,Journal of personality
2841,Journal of personality and social psychology
2842,Journal of personality assessment
2843,Journal of personality disorders
2844,Journal of pharmaceutical and biomedical analysis
2845,Journal of pharmaceutical sciences
2846,Journal of pharmacokinetics and pharmacodynamics
2847,Journal of pharmacological and toxicological methods
2848,Journal of pharmacological sciences
2849,"Journal of pharmacy & pharmaceutical sciences : a publication of the Canadian Society for Pharmaceutical Sciences, Societe canadienne des sciences pharmaceutiques"
2850,Journal of pharmacy practice
2851,"Journal of photochemistry and photobiology. B, Biology"
2852,Journal of phycology
2853,Journal of physical activity & health
2854,Journal of physics. Condensed matter : an Institute of Physics journal
2855,Journal of physiological anthropology
2856,Journal of physiology and biochemistry
2857,Journal of physiology and pharmacology : an official journal of the Polish Physiological Society
2858,Journal of physiotherapy
2859,Journal of pineal research
2860,Journal of plant physiology
2861,Journal of plant research
2862,Journal of plastic surgery and hand surgery
2863,"Journal of plastic, reconstructive & aesthetic surgery : JPRAS"
2864,Journal of population therapeutics and clinical pharmacology = Journal de la therapeutique des populations et de la pharamcologie clinique
2865,Journal of population therapeutics and clinical pharmacology = Journal de la therapeutique des populations et de la pharmacologie clinique
2866,Journal of postgraduate medicine
2867,Journal of pregnancy
2868,Journal of prevention & intervention in the community
2869,Journal of primary care & community health
2870,Journal of primary health care
2871,Journal of professional nursing : official journal of the American Association of Colleges of Nursing
2872,Journal of prosthodontic research
2873,Journal of prosthodontics : official journal of the American College of Prosthodontists
2874,Journal of proteome research
2875,Journal of proteomics
2876,Journal of psychiatric and mental health nursing
2877,Journal of psychiatric practice
2878,Journal of psychiatric research
2879,Journal of psychiatry & neuroscience : JPN
2880,Journal of psychoactive drugs
2881,Journal of psycholinguistic research
2882,"Journal of psychopharmacology (Oxford, England)"
2883,Journal of psychosocial nursing and mental health services
2884,Journal of psychosocial oncology
2885,Journal of psychosomatic obstetrics and gynaecology
2886,Journal of psychosomatic research
2887,"Journal of public health (Oxford, England)"
2888,Journal of public health dentistry
2889,Journal of public health management and practice : JPHMP
2890,Journal of public health policy
2891,Journal of racial and ethnic health disparities
2892,Journal of radiation research
2893,Journal of radiological protection : official journal of the Society for Radiological Protection
2894,Journal of radiology case reports
2895,Journal of receptor and signal transduction research
2896,Journal of reconstructive microsurgery
2897,"Journal of refractive surgery (Thorofare, N.J. : 1995)"
2898,Journal of rehabilitation medicine
2899,Journal of religion and health
2900,Journal of renal care
2901,Journal of renal nutrition : the official journal of the Council on Renal Nutrition of the National Kidney Foundation
2902,Journal of reproductive and infant psychology
2903,Journal of reproductive immunology
2904,Journal of research in health sciences
2905,Journal of research on adolescence : the official journal of the Society for Research on Adolescence
2906,Journal of robotic surgery
2907,Journal of safety research
2908,Journal of school psychology
2909,Journal of science and medicine in sport
2910,Journal of separation science
2911,Journal of sex & marital therapy
2912,Journal of sex research
2913,Journal of shoulder and elbow surgery
2914,Journal of sleep research
2915,Journal of social work in end-of-life & palliative care
2916,"Journal of speech, language, and hearing research : JSLHR"
2917,Journal of sport & exercise psychology
2918,Journal of sport and health science
2919,Journal of sport rehabilitation
2920,Journal of sports science & medicine
2921,Journal of sports sciences
2922,"Journal of stomatology, oral and maxillofacial surgery"
2923,Journal of strength and conditioning research
2924,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association
2925,Journal of structural biology
2926,Journal of studies on alcohol and drugs
2927,Journal of studies on alcohol and drugs. Supplement
2928,Journal of substance abuse treatment
2929,Journal of surgical education
2930,Journal of surgical oncology
2931,Journal of synchrotron radiation
2932,Journal of telemedicine and telecare
2933,Journal of texture studies
2934,Journal of the Academy of Nutrition and Dietetics
2935,Journal of the Air & Waste Management Association (1995)
2936,Journal of the American Academy of Audiology
2937,Journal of the American Academy of Child and Adolescent Psychiatry
2938,Journal of the American Academy of Dermatology
2939,Journal of the American Academy of Orthopaedic Surgeons. Global research & reviews
2940,Journal of the American Animal Hospital Association
2941,Journal of the American Association for Laboratory Animal Science : JAALAS
2942,Journal of the American Association of Nurse Practitioners
2943,Journal of the American Board of Family Medicine : JABFM
2944,Journal of the American Chemical Society
2945,Journal of the American College of Cardiology
2946,Journal of the American College of Nutrition
2947,Journal of the American College of Radiology : JACR
2948,Journal of the American College of Surgeons
2949,Journal of the American Dental Association (1939)
2950,Journal of the American Geriatrics Society
2951,Journal of the American Heart Association
2952,Journal of the American Medical Directors Association
2953,Journal of the American Medical Informatics Association : JAMIA
2954,Journal of the American Mosquito Control Association
2955,Journal of the American Pharmacists Association : JAPhA
2956,Journal of the American Podiatric Medical Association
2957,Journal of the American Psychiatric Nurses Association
2958,Journal of the American Psychoanalytic Association
2959,Journal of the American Society for Mass Spectrometry
2960,Journal of the American Society of Echocardiography : official publication of the American Society of Echocardiography
2961,Journal of the American Society of Nephrology : JASN
2962,Journal of the American Veterinary Medical Association
2963,Journal of the Association for Research in Otolaryngology : JARO
2964,Journal of the Chinese Medical Association : JCMA
2965,Journal of the College of Physicians and Surgeons--Pakistan : JCPSP
2966,Journal of the Egyptian National Cancer Institute
2967,Journal of the European Academy of Dermatology and Venereology : JEADV
2968,Journal of the Formosan Medical Association = Taiwan yi zhi
2969,Journal of the International AIDS Society
2970,Journal of the International Neuropsychological Society : JINS
2971,Journal of the International Society of Sports Nutrition
2972,Journal of the Medical Library Association : JMLA
2973,Journal of the National Cancer Institute
2974,Journal of the National Cancer Institute. Monographs
2975,Journal of the National Comprehensive Cancer Network : JNCCN
2976,Journal of the National Medical Association
2977,"Journal of the Optical Society of America. A, Optics, image science, and vision"
2978,Journal of the Pediatric Infectious Diseases Society
2979,Journal of the Royal Society of Medicine
2980,"Journal of the Royal Society, Interface"
2981,Journal of the South African Veterinary Association
2982,Journal of the experimental analysis of behavior
2983,Journal of the history of biology
2984,Journal of the history of ideas
2985,Journal of the history of medicine and allied sciences
2986,Journal of the history of the behavioral sciences
2987,Journal of the history of the neurosciences
2988,Journal of the mechanical behavior of biomedical materials
2989,Journal of the neurological sciences
2990,Journal of the peripheral nervous system : JPNS
2991,Journal of the renin-angiotensin-aldosterone system : JRAAS
2992,Journal of the science of food and agriculture
2993,Journal of theoretical biology
2994,Journal of thermal biology
2995,Journal of thoracic imaging
2996,Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer
2997,Journal of thrombosis and haemostasis : JTH
2998,Journal of thrombosis and thrombolysis
2999,Journal of tissue engineering and regenerative medicine
3000,Journal of tissue viability
3001,Journal of toxicology and environmental health
3002,Journal of toxicology and environmental health. Part A
3003,"Journal of toxicology and environmental health. Part B, Critical reviews"
3004,Journal of trace elements in medicine and biology : organ of the Society for Minerals and Trace Elements (GMS)
3005,Journal of traditional Chinese medicine = Chung i tsa chih ying wen pan
3006,Journal of transcultural nursing : official journal of the Transcultural Nursing Society
3007,Journal of translational medicine
3008,Journal of trauma & dissociation : the official journal of the International Society for the Study of Dissociation (ISSD)
3009,Journal of trauma nursing : the official journal of the Society of Trauma Nurses
3010,Journal of traumatic stress
3011,Journal of travel medicine
3012,Journal of tropical pediatrics
3013,Journal of ultrasound
3014,Journal of ultrasound in medicine : official journal of the American Institute of Ultrasound in Medicine
3015,Journal of urban health : bulletin of the New York Academy of Medicine
3016,Journal of vascular and interventional radiology : JVIR
3017,Journal of vascular nursing : official publication of the Society for Peripheral Vascular Nursing
3018,Journal of vascular research
3019,Journal of vascular surgery
3020,Journal of vascular surgery. Venous and lymphatic disorders
3021,Journal of vector borne diseases
3022,Journal of vector ecology : journal of the Society for Vector Ecology
3023,Journal of vestibular research : equilibrium & orientation
3024,Journal of veterinary cardiology : the official journal of the European Society of Veterinary Cardiology
3025,Journal of veterinary dentistry
3026,"Journal of veterinary diagnostic investigation : official publication of the American Association of Veterinary Laboratory Diagnosticians, Inc"
3027,"Journal of veterinary emergency and critical care (San Antonio, Tex. : 2001)"
3028,Journal of veterinary internal medicine
3029,Journal of veterinary medical education
3030,Journal of veterinary pharmacology and therapeutics
3031,Journal of veterinary science
3032,Journal of viral hepatitis
3033,Journal of virological methods
3034,Journal of virology
3035,Journal of visceral surgery
3036,Journal of vision
3037,Journal of visual communication in medicine
3038,Journal of visualized experiments : JoVE
3039,Journal of voice : official journal of the Voice Foundation
3040,Journal of water and health
3041,Journal of wildlife diseases
3042,Journal of women & aging
3043,Journal of women's health (2002)
3044,Journal of wound care
3045,"Journal of wound, ostomy, and continence nursing : official publication of The Wound, Ostomy and Continence Nurses Society"
3046,Journal of youth and adolescence
3047,Journal of zoo and wildlife medicine : official publication of the American Association of Zoo Veterinarians
3048,Kardiologia polska
3049,Kardiologiia
3050,Kathmandu University medical journal (KUMJ)
3051,Kennedy Institute of Ethics journal
3052,Khirurgiia
3053,Kidney & blood pressure research
3054,Kidney international
3055,Klinische Monatsblatter fur Augenheilkunde
3056,Klinische Padiatrie
3057,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA"
3058,Korean journal of anesthesiology
3059,Korean journal of ophthalmology : KJO
3060,Korean journal of radiology
3061,Kyobu geka. The Japanese journal of thoracic surgery
3062,L'Encephale
3063,LGBT health
3064,La Clinica terapeutica
3065,La Medicina del lavoro
3066,La Radiologia medica
3067,La Revue de medecine interne
3068,Lab animal
3069,Lab on a chip
3070,Laboratory animals
3071,Laboratory investigation; a journal of technical methods and pathology
3072,Laboratory medicine
3073,Laeknabladid
3074,Lakartidningen
3075,"Lancet (London, England)"
3076,Langenbeck's archives of surgery
3077,Langmuir : the ACS journal of surfaces and colloids
3078,Language and speech
3079,"Language, speech, and hearing services in schools"
3080,Laryngo- rhino- otologie
3081,Lasers in medical science
3082,Lasers in surgery and medicine
3083,Laterality
3084,Law and human behavior
3085,"Leadership in health services (Bradford, England)"
